repo_name,repo_link,star_count,domain,build_type,automation_level,environment_specificity,dependency_transparency,tooling_complexity,reproducibility_support
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,59236,security,msbuild,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
commaai/openpilot,https://github.com/commaai/openpilot,60060,systems-programming,scons,semi_automated,custom_hardware_or_drivers,opaque,multi_layer_toolchains,repro_ready
PlexPt/awesome-chatgpt-prompts-zh,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,58285,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,57656,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
topjohnwu/Magisk,https://github.com/topjohnwu/Magisk,58650,security,python,semi_automated,specific_os,implicit,multi_layer_toolchains,no_ci_manual_only
h5bp/html5-boilerplate,https://github.com/h5bp/html5-boilerplate,57392,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
scrapy/scrapy,https://github.com/scrapy/scrapy,59703,web-development,setuptools,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,58017,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,58473,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,57109,machine-learning,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
angular/angular.js,https://github.com/angular/angular.js,58988,web-development,grunt,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
ultralytics/yolov5,https://github.com/ultralytics/yolov5,56810,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
nocodb/nocodb,https://github.com/nocodb/nocodb,61952,error,error,error,error,error,error,error
ryanoasis/nerd-fonts,https://github.com/ryanoasis/nerd-fonts,61644,error,error,error,error,error,error,error
pmndrs/zustand,https://github.com/pmndrs/zustand,56954,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,60066,data-science,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
remix-run/react-router,https://github.com/remix-run/react-router,56227,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
FFmpeg/FFmpeg,https://github.com/FFmpeg/FFmpeg,57096,systems-programming,make,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
usememos/memos,https://github.com/usememos/memos,56832,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
sharkdp/bat,https://github.com/sharkdp/bat,57074,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
soimort/you-get,https://github.com/soimort/you-get,56732,utilities,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
pocketbase/pocketbase,https://github.com/pocketbase/pocketbase,56028,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
cline/cline,https://github.com/cline/cline,57804,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,56112,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,55858,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
FuelLabs/fuel-core,https://github.com/FuelLabs/fuel-core,57376,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,55573,documentation,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,55088,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
pathwaycom/pathway,https://github.com/pathwaycom/pathway,59318,data-science,pip,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
rclone/rclone,https://github.com/rclone/rclone,55506,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
golang-standards/project-layout,https://github.com/golang-standards/project-layout,55346,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,55635,security,none,fully_automated,specific_os,implicit,single_layer_tool,partial_repro
azl397985856/leetcode,https://github.com/azl397985856/leetcode,55802,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,55215,utilities,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
withastro/astro,https://github.com/withastro/astro,56718,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Textualize/rich,https://github.com/Textualize/rich,55444,utilities,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
deepfakes/faceswap,https://github.com/deepfakes/faceswap,54964,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
rails/rails,https://github.com/rails/rails,58189,web-development,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,54940,security,pip,semi_automated,specific_os,explicit_loose,single_layer_tool,repro_ready
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,55976,machine-learning,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
daytonaio/daytona,https://github.com/daytonaio/daytona,55034,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,54425,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
maybe-finance/maybe,https://github.com/maybe-finance/maybe,53998,web-development,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
starship/starship,https://github.com/starship/starship,54042,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,54928,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
ElemeFE/element,https://github.com/ElemeFE/element,54217,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
microsoft/autogen,https://github.com/microsoft/autogen,54485,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,mixed_languages_and_bindings,repro_ready
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,54469,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
git/git,https://github.com/git/git,59043,error,error,error,error,error,error,error
opendatalab/MinerU,https://github.com/opendatalab/MinerU,54227,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
necolas/normalize.css,https://github.com/necolas/normalize.css,53801,web-development,npm,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
lencx/ChatGPT,https://github.com/lencx/ChatGPT,54389,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
marktext/marktext,https://github.com/marktext/marktext,53786,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,52899,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_loose,single_layer_tool,no_ci_manual_only
dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,54835,web-development,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
go-gitea/gitea,https://github.com/go-gitea/gitea,53666,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
psf/requests,https://github.com/psf/requests,53729,web-development,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
mozilla/pdf.js,https://github.com/mozilla/pdf.js,52817,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,53409,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,mixed_languages_and_bindings,repro_ready
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,52576,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
vuejs/core,https://github.com/vuejs/core,52959,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
WerWolv/ImHex,https://github.com/WerWolv/ImHex,52587,utilities,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
wagoodman/dive,https://github.com/wagoodman/dive,53313,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ngosang/trackerslist,https://github.com/ngosang/trackerslist,52883,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,52819,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,57149,education,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
unslothai/unsloth,https://github.com/unslothai/unsloth,51882,machine-learning,pip,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,53186,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
xai-org/grok-1,https://github.com/xai-org/grok-1,51484,machine-learning,pip,semi_automated,custom_hardware_or_drivers,explicit_loose,single_layer_tool,no_ci_manual_only
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,55377,error,error,error,error,error,error,error
laurent22/joplin,https://github.com/laurent22/joplin,53407,error,error,error,error,error,error,error
gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,55963,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,52148,devops,none,semi_automated,specific_os,implicit,single_layer_tool,repro_ready
TryGhost/Ghost,https://github.com/TryGhost/Ghost,51796,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
docling-project/docling,https://github.com/docling-project/docling,52721,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
prettier/prettier,https://github.com/prettier/prettier,51539,utilities,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,51231,error,error,error,error,error,error,error
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,50804,error,error,error,error,error,error,error
jekyll/jekyll,https://github.com/jekyll/jekyll,51426,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
appwrite/appwrite,https://github.com/appwrite/appwrite,54739,error,error,error,error,error,error,error
2dust/v2rayNG,https://github.com/2dust/v2rayNG,50858,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
google/guava,https://github.com/google/guava,51461,utilities,maven,fully_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
termux/termux-app,https://github.com/termux/termux-app,50471,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
typst/typst,https://github.com/typst/typst,51221,systems-programming,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
cloudcommunity/Free-Certifications,https://github.com/cloudcommunity/Free-Certifications,51003,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,51417,systems-programming,dotnet,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,52355,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,51159,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,51238,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
justjavac/awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,50484,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
agalwood/Motrix,https://github.com/agalwood/Motrix,50767,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
google/material-design-icons,https://github.com/google/material-design-icons,52855,error,error,error,error,error,error,error
charlax/professional-programming,https://github.com/charlax/professional-programming,50354,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,50425,documentation,yarn,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
coollabsio/coolify,https://github.com/coollabsio/coolify,50543,devops,composer,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,partial_repro
etcd-io/etcd,https://github.com/etcd-io/etcd,51497,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,49631,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,49412,documentation,none,manual,specific_os,implicit,mixed_languages_and_bindings,no_ci_manual_only
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,50933,documentation,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
AlistGo/alist,https://github.com/AlistGo/alist,48997,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
obra/superpowers,https://github.com/obra/superpowers,49694,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
dockur/windows,https://github.com/dockur/windows,49931,devops,docker,fully_automated,specific_os,implicit,multi_layer_toolchains,repro_ready
FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,49055,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,49638,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
mastodon/mastodon,https://github.com/mastodon/mastodon,49644,web-development,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
iamkun/dayjs,https://github.com/iamkun/dayjs,48546,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
cypress-io/cypress,https://github.com/cypress-io/cypress,49569,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ReactiveX/RxJava,https://github.com/ReactiveX/RxJava,48527,utilities,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
nlohmann/json,https://github.com/nlohmann/json,48846,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,48363,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
JetBrains/kotlin,https://github.com/JetBrains/kotlin,52288,systems-programming,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,partial_repro
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,47689,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,48641,utilities,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,48448,utilities,dotnet,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
dkhamsing/open-source-ios-apps,https://github.com/dkhamsing/open-source-ios-apps,48702,documentation,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
pandas-dev/pandas,https://github.com/pandas-dev/pandas,47856,data-science,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
huginn/huginn,https://github.com/huginn/huginn,48678,web-development,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
lyswhut/lx-music-desktop,https://github.com/lyswhut/lx-music-desktop,48778,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
TanStack/query,https://github.com/TanStack/query,48471,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
moment/moment,https://github.com/moment/moment,48071,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
hashicorp/terraform,https://github.com/hashicorp/terraform,47653,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
x64dbg/x64dbg,https://github.com/x64dbg/x64dbg,47722,security,cmake,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
karan/Projects,https://github.com/karan/Projects,47403,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
JuliaLang/julia,https://github.com/JuliaLang/julia,48346,systems-programming,make,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,50950,error,error,error,error,error,error,error
ChrisTitusTech/winutil,https://github.com/ChrisTitusTech/winutil,47026,utilities,none,fully_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,47583,documentation,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
akullpp/awesome-java,https://github.com/akullpp/awesome-java,46994,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,47537,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
serverless/serverless,https://github.com/serverless/serverless,46948,devops,npm,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
gogs/gogs,https://github.com/gogs/gogs,47551,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
type-challenges/type-challenges,https://github.com/type-challenges/type-challenges,47648,documentation,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
mem0ai/mem0,https://github.com/mem0ai/mem0,47147,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
jgthms/bulma,https://github.com/jgthms/bulma,50068,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,50441,error,error,error,error,error,error,error
skylot/jadx,https://github.com/skylot/jadx,47268,utilities,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
v2ray/v2ray-core,https://github.com/v2ray/v2ray-core,46934,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
slab/quill,https://github.com/slab/quill,46840,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
square/okhttp,https://github.com/square/okhttp,46877,utilities,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
brillout/awesome-react-components,https://github.com/brillout/awesome-react-components,46791,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,47341,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,47349,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,49473,error,error,error,error,error,error,error
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,46743,education,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,47415,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
oobabooga/text-generation-webui,https://github.com/oobabooga/text-generation-webui,46037,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,46651,machine-learning,cmake,semi_automated,cross_platform_generic,implicit,mixed_languages_and_bindings,repro_ready
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,46161,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,46567,documentation,pip,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
pixijs/pixijs,https://github.com/pixijs/pixijs,46593,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Homebrew/brew,https://github.com/Homebrew/brew,46572,devops,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,46246,documentation,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
typescript-cheatsheets/react,https://github.com/typescript-cheatsheets/react,46942,documentation,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,45733,education,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,45969,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,45983,documentation,jekyll,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,46123,web-development,docker,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
odoo/odoo,https://github.com/odoo/odoo,48958,web-development,pip,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
discourse/discourse,https://github.com/discourse/discourse,46307,web-development,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
makeplane/plane,https://github.com/makeplane/plane,45556,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,45298,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
run-llama/llama_index,https://github.com/run-llama/llama_index,46944,machine-learning,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
upstash/context7,https://github.com/upstash/context7,45430,documentation,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,45659,security,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,45557,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,45793,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,45322,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
prisma/prisma,https://github.com/prisma/prisma,45278,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,44762,documentation,jekyll,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,46071,education,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
astral-sh/ruff,https://github.com/astral-sh/ruff,45703,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
android/architecture-samples,https://github.com/android/architecture-samples,45554,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,45143,documentation,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,44508,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
vercel/hyper,https://github.com/vercel/hyper,44693,utilities,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
meteor/meteor,https://github.com/meteor/meteor,44778,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,45207,web-development,maven,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
expo/expo,https://github.com/expo/expo,47166,mobile-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
tldraw/tldraw,https://github.com/tldraw/tldraw,45185,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
tw93/Pake,https://github.com/tw93/Pake,45688,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,46680,utilities,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,44215,education,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
